"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 10:00","2020","12","07","10:00","-1.9","","-6.1","","73","","32","","17","","16.1","","100.48","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 11:00","2020","12","07","11:00","-0.5","","-6.5","","64","","33","","22","","16.1","","100.41","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 12:00","2020","12","07","12:00","0.5","","-7.0","","57","","33","","22","","16.1","","100.33","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 13:00","2020","12","07","13:00","1.0","","-6.2","","59","","33","","21","","16.1","","100.27","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 14:00","2020","12","07","14:00","0.1","","-6.1","","63","","33","","21","","16.1","","100.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 15:00","2020","12","07","15:00","-1.6","","-7.5","","65","","32","","26","","16.1","","100.25","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 16:00","2020","12","07","16:00","-2.4","","-8.3","","64","","32","","28","","16.1","","100.27","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 17:00","2020","12","07","17:00","-2.6","","-7.9","","67","","32","","22","","16.1","","100.33","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 18:00","2020","12","07","18:00","-2.6","","-6.8","","73","","34","","15","","16.1","","100.40","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 19:00","2020","12","07","19:00","-2.4","","-6.2","","75","","32","","15","","16.1","","100.42","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 20:00","2020","12","07","20:00","-2.3","","-6.3","","74","","32","","24","","16.1","","100.43","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 21:00","2020","12","07","21:00","-2.4","","-8.5","","63","","34","","18","","16.1","","100.43","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 22:00","2020","12","07","22:00","-2.9","","-8.6","","65","","34","","15","","16.1","","100.44","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 23:00","2020","12","07","23:00","-3.2","","-8.6","","67","","32","","15","","16.1","","100.46","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 00:00","2020","12","08","00:00","-3.4","","-8.9","","66","","32","","9","","16.1","","100.46","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 01:00","2020","12","08","01:00","-4.0","","-8.9","","69","","34","","11","","16.1","","100.43","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 02:00","2020","12","08","02:00","-4.1","","-8.9","","70","","31","","9","","16.1","","100.42","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 03:00","2020","12","08","03:00","-4.7","","-9.2","","71","","32","","9","","16.1","","100.47","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 04:00","2020","12","08","04:00","-5.0","","-9.8","","69","","31","","11","","16.1","","100.44","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 05:00","2020","12","08","05:00","-4.5","","-9.9","","66","","33","","8","","16.1","","100.43","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 06:00","2020","12","08","06:00","-4.0","","-8.0","","74","","33","","13","","16.1","","100.45","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 07:00","2020","12","08","07:00","-4.6","","-7.8","","78","","32","","21","","16.1","","100.49","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 08:00","2020","12","08","08:00","-4.5","","-7.8","","78","","33","","15","","16.1","","100.53","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 09:00","2020","12","08","09:00","-3.6","","-6.9","","78","","30","","15","","16.1","","100.60","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 10:00","2020","12","08","10:00","-2.2","","-6.5","","73","","29","","15","","16.1","","100.60","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 11:00","2020","12","08","11:00","-1.1","","-6.4","","68","","30","","15","","16.1","","100.55","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 12:00","2020","12","08","12:00","0.4","","-6.3","","61","","30","","28","","16.1","","100.50","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 13:00","2020","12","08","13:00","1.4","","-6.9","","54","","31","","11","","16.1","","100.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 14:00","2020","12","08","14:00","1.7","","-6.6","","54","","24","","13","","16.1","","100.36","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 15:00","2020","12","08","15:00","1.7","","-7.0","","52","","26","","13","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 16:00","2020","12","08","16:00","1.3","","-5.9","","59","","27","","15","","16.1","","100.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 17:00","2020","12","08","17:00","1.1","","-4.4","","67","","27","","21","","16.1","","100.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 18:00","2020","12","08","18:00","1.8","","-3.7","","67","","25","","17","","16.1","","100.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 19:00","2020","12","08","19:00","2.2","","-3.2","","67","","25","","24","","16.1","","100.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 20:00","2020","12","08","20:00","2.2","","-3.1","","68","","23","","26","","16.1","","100.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 21:00","2020","12","08","21:00","2.2","","-3.1","","68","","22","","34","","16.1","","100.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 22:00","2020","12","08","22:00","2.4","","-2.6","","70","","23","","35","","16.1","","100.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-08 23:00","2020","12","08","23:00","2.7","","-1.8","","72","","22","","34","","16.1","","99.90","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 00:00","2020","12","09","00:00","2.8","","-1.7","","72","","24","","34","","16.1","","99.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 01:00","2020","12","09","01:00","2.5","","-2.0","","72","","24","","34","","11.3","","99.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 02:00","2020","12","09","02:00","2.6","","-1.6","","74","","24","","34","","16.1","","99.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 03:00","2020","12","09","03:00","1.3","","-0.6","","87","","25","","30","","3.6","","99.69","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 04:00","2020","12","09","04:00","0.6","","-0.1","","95","","25","","26","","1.6","","99.65","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 05:00","2020","12","09","05:00","0.6","","0.3","","98","","23","","24","","2.0","","99.54","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 06:00","2020","12","09","06:00","1.1","","0.7","","97","","23","","24","","4.0","","99.51","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 07:00","2020","12","09","07:00","0.7","","0.1","","96","","24","","22","","2.0","","99.56","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 08:00","2020","12","09","08:00","1.5","","-0.1","","89","","24","","28","","4.8","","99.53","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 09:00","2020","12","09","09:00","1.9","","0.0","","87","","24","","24","","8.1","","99.52","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 10:00","2020","12","09","10:00","2.2","","0.1","","86","","25","","26","","8.1","","99.56","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 11:00","2020","12","09","11:00","2.3","","1.1","","92","","23","","30","","4.8","","99.56","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 12:00","2020","12","09","12:00","2.7","","1.5","","92","","25","","28","","4.8","","99.51","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 13:00","2020","12","09","13:00","2.9","","1.6","","91","","24","","35","","4.8","","99.49","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 14:00","2020","12","09","14:00","3.5","","1.9","","89","","24","","26","","6.4","","99.48","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 15:00","2020","12","09","15:00","4.2","","2.2","","87","","24","","26","","9.7","","99.52","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 16:00","2020","12","09","16:00","4.8","","2.0","","82","","27","","24","","16.1","","99.64","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 17:00","2020","12","09","17:00","4.4","","2.1","","85","","26","","26","","16.1","","99.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 18:00","2020","12","09","18:00","4.2","","2.5","","88","","26","","21","","11.3","","99.80","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 19:00","2020","12","09","19:00","4.2","","2.4","","88","","25","","22","","16.1","","99.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 20:00","2020","12","09","20:00","4.0","","2.1","","87","","27","","13","","16.1","","100.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 21:00","2020","12","09","21:00","4.4","","1.8","","83","","27","","15","","16.1","","100.09","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 22:00","2020","12","09","22:00","4.5","","1.5","","81","","27","","15","","16.1","","100.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-09 23:00","2020","12","09","23:00","4.3","","1.8","","84","","26","","13","","16.1","","100.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 00:00","2020","12","10","00:00","4.6","","1.1","","78","","27","","17","","16.1","","100.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 01:00","2020","12","10","01:00","4.3","","2.0","","85","","25","","17","","16.1","","100.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 02:00","2020","12","10","02:00","4.0","","2.2","","88","","25","","22","","16.1","","100.44","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 03:00","2020","12","10","03:00","3.9","","1.9","","87","","25","","15","","16.1","","100.52","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 04:00","2020","12","10","04:00","3.3","","1.5","","88","","25","","21","","16.1","","100.56","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 05:00","2020","12","10","05:00","2.9","","1.1","","88","","24","","15","","16.1","","100.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 06:00","2020","12","10","06:00","3.6","","1.9","","88","","25","","17","","16.1","","100.72","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 07:00","2020","12","10","07:00","3.0","","1.5","","90","","24","","21","","16.1","","100.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 08:00","2020","12","10","08:00","3.6","","1.8","","88","","24","","18","","16.1","","100.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 09:00","2020","12","10","09:00","3.8","","1.7","","86","","24","","15","","16.1","","100.96","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 10:00","2020","12","10","10:00","4.2","","1.7","","84","","24","","17","","16.1","","101.04","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 11:00","2020","12","10","11:00","5.1","","1.4","","77","","23","","15","","16.1","","101.04","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 12:00","2020","12","10","12:00","5.8","","0.3","","68","","25","","9","","16.1","","101.02","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 13:00","2020","12","10","13:00","5.6","","1.9","","77","","21","","11","","16.1","","101.00","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 14:00","2020","12","10","14:00","6.7","","0.5","","64","","27","","18","","16.1","","101.02","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 15:00","2020","12","10","15:00","6.2","","0.4","","66","","26","","8","","16.1","","100.96","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 16:00","2020","12","10","16:00","4.9","","0.9","","75","","16","","9","","16.1","","100.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 17:00","2020","12","10","17:00","4.3","","1.8","","84","","13","","9","","16.1","","100.96","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 18:00","2020","12","10","18:00","4.4","","2.3","","86","","11","","8","","16.1","","100.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 19:00","2020","12","10","19:00","4.5","","2.7","","88","","20","","13","","16.1","","100.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 20:00","2020","12","10","20:00","3.9","","2.4","","90","","21","","9","","16.1","","100.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 21:00","2020","12","10","21:00","2.2","","1.6","","96","","16","","4","","6.4","","100.96","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 22:00","2020","12","10","22:00","1.6","","1.3","","98","","10","","5","","3.2","","100.89","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-10 23:00","2020","12","10","23:00","3.1","","2.8","","98","","8","","5","","6.4","","100.87","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 00:00","2020","12","11","00:00","3.6","","2.3","","91","","11","","8","","11.3","","100.78","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 01:00","2020","12","11","01:00","3.6","","2.5","","93","","12","","8","","12.9","","100.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 02:00","2020","12","11","02:00","3.7","","2.2","","90","","10","","8","","14.5","","100.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 03:00","2020","12","11","03:00","3.4","","2.2","","92","","9","","8","","12.9","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 04:00","2020","12","11","04:00","3.6","","2.4","","92","","8","","8","","11.3","","100.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 05:00","2020","12","11","05:00","1.8","","0.8","","93","","6","","5","","6.4","","100.57","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 06:00","2020","12","11","06:00","3.4","","2.8","","96","","8","","5","","8.1","","100.56","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 07:00","2020","12","11","07:00","3.4","","2.8","","96","","7","","4","","6.4","","100.55","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 08:00","2020","12","11","08:00","3.1","","2.7","","97","","6","","5","","4.8","","100.55","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 09:00","2020","12","11","09:00","3.0","","2.7","","98","","7","","5","","4.8","","100.60","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 10:00","2020","12","11","10:00","5.9","","3.9","","87","","18","","5","","11.3","","100.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 11:00","2020","12","11","11:00","6.4","","3.5","","82","","25","","9","","12.9","","100.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 12:00","2020","12","11","12:00","6.4","","3.6","","82","","21","","11","","9.7","","100.56","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 13:00","2020","12","11","13:00","6.9","","3.6","","80","","21","","8","","9.7","","100.55","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 14:00","2020","12","11","14:00","7.0","","3.9","","81","","19","","13","","9.7","","100.52","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 15:00","2020","12","11","15:00","6.4","","3.7","","83","","","","0","","9.7","","100.56","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 16:00","2020","12","11","16:00","6.2","","3.4","","82","","","","0","","9.7","","100.68","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 17:00","2020","12","11","17:00","5.2","","3.4","","88","","7","","8","","8.1","","100.72","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 18:00","2020","12","11","18:00","7.2","","3.1","","75","","3","","17","","9.7","","100.72","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 19:00","2020","12","11","19:00","7.1","","3.0","","75","","2","","9","","9.7","","100.89","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 20:00","2020","12","11","20:00","6.5","","2.8","","77","","6","","15","","8.1","","100.83","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 21:00","2020","12","11","21:00","5.9","","2.6","","79","","5","","11","","9.7","","100.89","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 22:00","2020","12","11","22:00","5.7","","2.6","","80","","7","","15","","9.7","","100.88","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-11 23:00","2020","12","11","23:00","5.6","","2.4","","80","","6","","18","","11.3","","100.93","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 00:00","2020","12","12","00:00","5.1","","2.1","","81","","5","","26","","11.3","","100.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 01:00","2020","12","12","01:00","4.6","","2.1","","84","","6","","24","","12.9","","100.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 02:00","2020","12","12","02:00","4.7","","2.1","","83","","6","","28","","11.3","","100.91","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 03:00","2020","12","12","03:00","4.4","","2.3","","86","","7","","35","","11.3","","100.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 04:00","2020","12","12","04:00","4.1","","2.2","","87","","6","","30","","11.3","","100.82","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 05:00","2020","12","12","05:00","3.9","","2.1","","88","","6","","34","","12.9","","100.78","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 06:00","2020","12","12","06:00","3.8","","2.0","","88","","6","","35","","12.9","","100.69","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 07:00","2020","12","12","07:00","4.0","","2.3","","89","","7","","34","","16.1","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 08:00","2020","12","12","08:00","4.1","","2.3","","88","","7","","37","","16.1","","100.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 09:00","2020","12","12","09:00","4.0","","2.5","","90","","7","","41","","16.1","","100.48","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 10:00","2020","12","12","10:00","4.0","","2.7","","91","","7","","41","","16.1","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 11:00","2020","12","12","11:00","4.0","","3.0","","93","","7","","37","","12.9","","100.22","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 12:00","2020","12","12","12:00","4.1","","3.4","","95","","7","","39","","6.4","","100.09","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 13:00","2020","12","12","13:00","4.6","","4.0","","96","","7","","35","","6.4","","99.89","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 14:00","2020","12","12","14:00","4.6","","4.2","","97","","7","","30","","3.2","","99.72","","","","","","Moderate Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 15:00","2020","12","12","15:00","4.8","","4.5","","98","","7","","24","","3.6","","99.65","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 16:00","2020","12","12","16:00","5.4","","5.1","","98","","8","","24","","4.0","","99.63","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 17:00","2020","12","12","17:00","5.6","","5.2","","97","","7","","22","","4.8","","99.56","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 18:00","2020","12","12","18:00","6.1","","5.7","","97","","8","","21","","4.8","","99.48","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 19:00","2020","12","12","19:00","6.2","","5.6","","96","","8","","15","","6.4","","99.46","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 20:00","2020","12","12","20:00","6.1","","5.4","","96","","14","","8","","11.3","","99.45","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 21:00","2020","12","12","21:00","6.3","","5.7","","96","","21","","21","","16.1","","99.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 22:00","2020","12","12","22:00","6.8","","4.8","","87","","21","","26","","16.1","","99.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-12 23:00","2020","12","12","23:00","6.8","","4.9","","88","","21","","24","","16.1","","99.54","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 00:00","2020","12","13","00:00","6.7","","5.0","","89","","22","","22","","16.1","","99.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 01:00","2020","12","13","01:00","6.7","","4.3","","85","","25","","30","","16.1","","99.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 02:00","2020","12","13","02:00","5.8","","2.3","","78","","27","","39","","16.1","","99.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 03:00","2020","12","13","03:00","5.0","","1.1","","76","","25","","32","","16.1","","99.92","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 04:00","2020","12","13","04:00","3.8","","-0.4","","74","","28","","26","","16.1","","99.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 05:00","2020","12","13","05:00","3.0","","-1.5","","72","","28","","28","","16.1","","100.10","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 06:00","2020","12","13","06:00","2.5","","-2.2","","71","","28","","26","","16.1","","100.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 07:00","2020","12","13","07:00","2.1","","-3.5","","67","","29","","30","","16.1","","100.40","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 08:00","2020","12","13","08:00","1.4","","-3.5","","70","","28","","24","","16.1","","100.51","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 09:00","2020","12","13","09:00","0.7","","-4.0","","71","","29","","26","","16.1","","100.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 10:00","2020","12","13","10:00","0.5","","-3.9","","72","","27","","26","","16.1","","100.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 11:00","2020","12","13","11:00","0.7","","-3.8","","72","","27","","28","","16.1","","100.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 12:00","2020","12","13","12:00","1.4","","-3.6","","69","","29","","24","","16.1","","100.84","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 13:00","2020","12","13","13:00","1.5","","-3.4","","70","","29","","28","","16.1","","100.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 14:00","2020","12","13","14:00","1.8","","-3.1","","70","","27","","26","","16.1","","100.84","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 15:00","2020","12","13","15:00","1.7","","-3.6","","68","","29","","24","","16.1","","100.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 16:00","2020","12","13","16:00","1.9","","-3.4","","68","","28","","21","","16.1","","100.95","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 17:00","2020","12","13","17:00","1.9","","-3.1","","69","","28","","11","","16.1","","100.98","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 18:00","2020","12","13","18:00","1.9","","-2.5","","73","","26","","15","","16.1","","101.00","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 19:00","2020","12","13","19:00","1.7","","-2.9","","72","","28","","21","","16.1","","101.05","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-13 20:00","2020","12","13","20:00","1.6","","-3.5","","69","","27","","18","","16.1","","101.05","","","","","","NA"
